year,month,department,buildingName,energyUsage,energyType
2016,June,Department of Military and Veteran Affairs,Grand Junction FMS #3,3,natural gas
2015,July,Department of Military and Veteran Affairs,Grand Junction Readiness Center,26,natural gas
2015,August,Department of Military and Veteran Affairs,Grand Junction Readiness Center,24,natural gas
2015,September,Department of Military and Veteran Affairs,Grand Junction Readiness Center,58,natural gas
2015,October,Department of Military and Veteran Affairs,Grand Junction Readiness Center,57,natural gas
2015,November,Department of Military and Veteran Affairs,Grand Junction Readiness Center,114,natural gas
2015,December,Department of Military and Veteran Affairs,Grand Junction Readiness Center,153,natural gas
2016,January,Department of Military and Veteran Affairs,Grand Junction Readiness Center,139,natural gas
2016,February,Department of Military and Veteran Affairs,Grand Junction Readiness Center,84,natural gas
2016,March,Department of Military and Veteran Affairs,Grand Junction Readiness Center,84,natural gas
2016,April,Department of Military and Veteran Affairs,Grand Junction Readiness Center,58,natural gas
2016,May,Department of Military and Veteran Affairs,Grand Junction Readiness Center,23,natural gas
2016,June,Department of Military and Veteran Affairs,Grand Junction Readiness Center,0,natural gas
2015,July,Department of Military and Veteran Affairs,HAATS,76,natural gas
2015,August,Department of Military and Veteran Affairs,HAATS,60,natural gas
2015,September,Department of Military and Veteran Affairs,HAATS,93,natural gas
2015,October,Department of Military and Veteran Affairs,HAATS,186,natural gas
2015,November,Department of Military and Veteran Affairs,HAATS,460,natural gas
2015,December,Department of Military and Veteran Affairs,HAATS,845,natural gas
2016,January,Department of Military and Veteran Affairs,HAATS,637,natural gas
2016,February,Department of Military and Veteran Affairs,HAATS,490,natural gas
2016,March,Department of Military and Veteran Affairs,HAATS,398,natural gas
2016,April,Department of Military and Veteran Affairs,HAATS,227,natural gas
2016,May,Department of Military and Veteran Affairs,HAATS,121,natural gas
2016,June,Department of Military and Veteran Affairs,HAATS,52,natural gas
2015,July,Department of Military and Veteran Affairs,JAAB (USPFO),0,natural gas
2015,August,Department of Military and Veteran Affairs,JAAB (USPFO),0,natural gas
2015,September,Department of Military and Veteran Affairs,JAAB (USPFO),0,natural gas
2015,October,Department of Military and Veteran Affairs,JAAB (USPFO),24,natural gas
2015,November,Department of Military and Veteran Affairs,JAAB (USPFO),42,natural gas
2015,December,Department of Military and Veteran Affairs,JAAB (USPFO),83,natural gas
2016,January,Department of Military and Veteran Affairs,JAAB (USPFO),125,natural gas
2016,February,Department of Military and Veteran Affairs,JAAB (USPFO),64,natural gas
2016,March,Department of Military and Veteran Affairs,JAAB (USPFO),55,natural gas
2016,April,Department of Military and Veteran Affairs,JAAB (USPFO),50,natural gas
2016,May,Department of Military and Veteran Affairs,JAAB (USPFO),0,natural gas
2016,June,Department of Military and Veteran Affairs,JAAB (USPFO),0,natural gas
2015,July,Department of Military and Veteran Affairs,JAAB Readiness Center,0,natural gas
2015,August,Department of Military and Veteran Affairs,JAAB Readiness Center,0,natural gas
2015,September,Department of Military and Veteran Affairs,JAAB Readiness Center,0,natural gas
2015,October,Department of Military and Veteran Affairs,JAAB Readiness Center,40,natural gas
2015,November,Department of Military and Veteran Affairs,JAAB Readiness Center,68,natural gas
2015,December,Department of Military and Veteran Affairs,JAAB Readiness Center,136,natural gas
2016,January,Department of Military and Veteran Affairs,JAAB Readiness Center,204,natural gas
2016,February,Department of Military and Veteran Affairs,JAAB Readiness Center,104,natural gas
2016,March,Department of Military and Veteran Affairs,JAAB Readiness Center,90,natural gas
2016,April,Department of Military and Veteran Affairs,JAAB Readiness Center,81,natural gas
2016,May,Department of Military and Veteran Affairs,JAAB Readiness Center,0,natural gas
2016,June,Department of Military and Veteran Affairs,JAAB Readiness Center,0,natural gas
2015,July,Department of Military and Veteran Affairs,La Junta Armory,2,natural gas
2015,August,Department of Military and Veteran Affairs,La Junta Armory,2,natural gas
2015,September,Department of Military and Veteran Affairs,La Junta Armory,2,natural gas
2015,October,Department of Military and Veteran Affairs,La Junta Armory,2,natural gas
2015,November,Department of Military and Veteran Affairs,La Junta Armory,96,natural gas
2015,December,Department of Military and Veteran Affairs,La Junta Armory,96,natural gas
2016,January,Department of Military and Veteran Affairs,La Junta Armory,103,natural gas
2016,February,Department of Military and Veteran Affairs,La Junta Armory,122,natural gas
2016,March,Department of Military and Veteran Affairs,La Junta Armory,39,natural gas
2016,April,Department of Military and Veteran Affairs,La Junta Armory,34,natural gas
2016,May,Department of Military and Veteran Affairs,La Junta Armory,16,natural gas
2016,June,Department of Military and Veteran Affairs,La Junta Armory,3,natural gas
2015,July,Department of Military and Veteran Affairs,Longmont Readiness Center,6,natural gas
2015,August,Department of Military and Veteran Affairs,Longmont Readiness Center,0,natural gas
2015,September,Department of Military and Veteran Affairs,Longmont Readiness Center,0,natural gas
2015,October,Department of Military and Veteran Affairs,Longmont Readiness Center,53,natural gas
2015,November,Department of Military and Veteran Affairs,Longmont Readiness Center,169,natural gas
2015,December,Department of Military and Veteran Affairs,Longmont Readiness Center,208,natural gas
2016,January,Department of Military and Veteran Affairs,Longmont Readiness Center,112,natural gas
2016,February,Department of Military and Veteran Affairs,Longmont Readiness Center,72,natural gas
2016,March,Department of Military and Veteran Affairs,Longmont Readiness Center,72,natural gas
2016,April,Department of Military and Veteran Affairs,Longmont Readiness Center,39,natural gas
2016,May,Department of Military and Veteran Affairs,Longmont Readiness Center,0,natural gas
2016,June,Department of Military and Veteran Affairs,Longmont Readiness Center,14,natural gas
2015,July,Department of Military and Veteran Affairs,MATES,18,natural gas
2015,August,Department of Military and Veteran Affairs,MATES,0,natural gas
2015,September,Department of Military and Veteran Affairs,MATES,0,natural gas
2015,October,Department of Military and Veteran Affairs,MATES,32,natural gas
2015,November,Department of Military and Veteran Affairs,MATES,250,natural gas
2015,December,Department of Military and Veteran Affairs,MATES,1024,natural gas
2016,January,Department of Military and Veteran Affairs,MATES,1003,natural gas
2016,February,Department of Military and Veteran Affairs,MATES,761,natural gas
2016,March,Department of Military and Veteran Affairs,MATES,761,natural gas
2016,April,Department of Military and Veteran Affairs,MATES,284,natural gas
2016,May,Department of Military and Veteran Affairs,MATES,177,natural gas
2016,June,Department of Military and Veteran Affairs,MATES,0,natural gas
2015,July,Department of Military and Veteran Affairs,Montrose Readiness Center,1,natural gas
2015,August,Department of Military and Veteran Affairs,Montrose Readiness Center,1,natural gas
2015,September,Department of Military and Veteran Affairs,Montrose Readiness Center,1,natural gas
2015,October,Department of Military and Veteran Affairs,Montrose Readiness Center,14,natural gas
2015,November,Department of Military and Veteran Affairs,Montrose Readiness Center,58,natural gas
2015,December,Department of Military and Veteran Affairs,Montrose Readiness Center,94,natural gas
2016,January,Department of Military and Veteran Affairs,Montrose Readiness Center,160,natural gas
2016,February,Department of Military and Veteran Affairs,Montrose Readiness Center,117,natural gas
2016,March,Department of Military and Veteran Affairs,Montrose Readiness Center,77,natural gas
2016,April,Department of Military and Veteran Affairs,Montrose Readiness Center,67,natural gas
2016,May,Department of Military and Veteran Affairs,Montrose Readiness Center,24,natural gas
2016,June,Department of Military and Veteran Affairs,Montrose Readiness Center,5,natural gas
2015,July,Department of Military and Veteran Affairs,North CO Springs Readiness Center,22,natural gas
2015,August,Department of Military and Veteran Affairs,North CO Springs Readiness Center,9,natural gas
2015,September,Department of Military and Veteran Affairs,North CO Springs Readiness Center,22,natural gas
2015,October,Department of Military and Veteran Affairs,North CO Springs Readiness Center,24,natural gas
2015,November,Department of Military and Veteran Affairs,North CO Springs Readiness Center,2,natural gas
2015,December,Department of Military and Veteran Affairs,North CO Springs Readiness Center,3,natural gas
2016,January,Department of Military and Veteran Affairs,North CO Springs Readiness Center,131,natural gas
2016,February,Department of Military and Veteran Affairs,North CO Springs Readiness Center,4,natural gas
2016,March,Department of Military and Veteran Affairs,North CO Springs Readiness Center,109,natural gas
2016,April,Department of Military and Veteran Affairs,North CO Springs Readiness Center,79,natural gas
2016,May,Department of Military and Veteran Affairs,North CO Springs Readiness Center,62,natural gas
2016,June,Department of Military and Veteran Affairs,North CO Springs Readiness Center,28,natural gas
2015,July,Department of Military and Veteran Affairs,Old AASF,9,natural gas
2015,August,Department of Military and Veteran Affairs,Old AASF,5,natural gas
2015,September,Department of Military and Veteran Affairs,Old AASF,17,natural gas
2015,October,Department of Military and Veteran Affairs,Old AASF,98,natural gas
2015,November,Department of Military and Veteran Affairs,Old AASF,265,natural gas
2015,December,Department of Military and Veteran Affairs,Old AASF,0,natural gas
2016,January,Department of Military and Veteran Affairs,Old AASF,410,natural gas
2016,February,Department of Military and Veteran Affairs,Old AASF,346,natural gas
2016,March,Department of Military and Veteran Affairs,Old AASF,403,natural gas
2016,April,Department of Military and Veteran Affairs,Old AASF,156,natural gas
2016,May,Department of Military and Veteran Affairs,Old AASF,66,natural gas
2016,June,Department of Military and Veteran Affairs,Old AASF,20,natural gas
2015,July,Department of Military and Veteran Affairs,Old HAATS,6,natural gas
2015,August,Department of Military and Veteran Affairs,Old HAATS,5,natural gas
2015,September,Department of Military and Veteran Affairs,Old HAATS,6,natural gas
2015,October,Department of Military and Veteran Affairs,Old HAATS,48,natural gas
2015,November,Department of Military and Veteran Affairs,Old HAATS,159,natural gas
2015,December,Department of Military and Veteran Affairs,Old HAATS,306,natural gas
2016,January,Department of Military and Veteran Affairs,Old HAATS,238,natural gas
2016,February,Department of Military and Veteran Affairs,Old HAATS,174,natural gas
2016,March,Department of Military and Veteran Affairs,Old HAATS,167,natural gas
2016,April,Department of Military and Veteran Affairs,Old HAATS,91,natural gas
2016,May,Department of Military and Veteran Affairs,Old HAATS,36,natural gas
2015,January,Department of Corrections,CC Armory,0,natural gas
2016,June,Department of Military and Veteran Affairs,Old HAATS,7,natural gas
2015,July,Department of Military and Veteran Affairs,Pueblo Readiness Center,1,natural gas
2015,August,Department of Military and Veteran Affairs,Pueblo Readiness Center,2,natural gas
2015,September,Department of Military and Veteran Affairs,Pueblo Readiness Center,16,natural gas
